Status,Rewrite_in_context,Original,Rewrite,Chris: info correct?,Chris: info correct comment
done,"Turkish Airlines Flight 981 [HEAD] Accident [SEP] Flight 981 departed from Istanbul at 07:57 local time and landed at Paris's Orly International Airport at 11:02 am local time, after a flight time of just over four hours. The aircraft was carrying 167 passengers and 11 crew members on its first leg, and 50 of these passengers disembarked in Paris. The flight's second leg, from Paris to London Heathrow Airport, was normally underbooked; however, due to a strike by British European Airways employees, many London-bound travelers, who had been stranded at Orly, were booked onto Flight 981, delaying the flight departure by 30 minutes. The aircraft left Orly Airport at 12:32, bound for Heathrow Airport, and took off in an easterly direction, before turning north. Shortly after takeoff, Flight 981 was cleared to flight level 230 (23,000 ft or 7,000 m) and started turning west towards London. Just after the aircraft passed over the town of Meaux, the rear left cargo door blew off and the sudden difference in air pressure between the cargo area and the pressurized passenger cabin above it, which amounted to 36 kPa (5.2 psi), caused a section of the cabin floor above the open hatch to separate and be forcibly ejected through the open hatch, along with six occupied passenger seats attached to that floor section. The fully recognizable bodies of the six Japanese passengers who were ejected from the aircraft were found along with the plane's rear cargo hatch, having landed in a turnip field near Saint-Pathus, approximately 15 kilometres (8 nautical miles) south of where the remainder of the plane was found. An air traffic controller noted that, as the flight was cleared to FL230, he had briefly seen a second echo on his radar that remained stationary behind the aircraft; this was likely the remains of the rear cargo door. When the door blew off, the primary as well as both sets of backup control cables that ran beneath the section of floor that blew out were completely severed, destroying the pilots' ability to control the plane's elevators, rudder, and number two engine. The flight data recorder showed that the throttle for engine two snapped shut when the door failed. The loss of control of these key components resulted in the pilots losing control of the aircraft entirely. The aircraft almost immediately attained a 20-degree pitch down and began picking up speed, while Captain Berköz and First Officer Ulusman struggled to regain control. At some point, one of the crew members pressed their microphone button broadcasting the pandemonium in the cockpit on the departure frequency. Controllers also picked up a distorted transmission from the plane and the aircraft's pressurization and overspeed warnings were heard over the pilots' words in Turkish, including the co-pilot saying, ""the fuselage has burst!"" As the plane's speed increased, the additional lift raised the nose again. Berköz is recorded calling out, ""Speed!"" and pushed the throttles forward in order to level off. Seventy - seven seconds after the cargo door gave way on Turkish Airlines Flight 981 , the plane crashed into the trees of Ermenonville Forest , a state - owned forest at Bosquet de Dammartin in the commune of Fontaine - Chaalis , Oise . At the point of impact, the aircraft was traveling at a speed of approximately 430 kn (800 km/h) at a slight left turn, fast enough to disintegrate the plane into thousands of pieces. The wreckage was so fragmented that it was difficult to determine whether any parts of the aircraft were missing before it crashed. Post-crash fires were small because there were few large pieces of the aircraft left intact to burn. Of the 346 passengers and crew on board, only 40 bodies were visually identifiable, with rescue teams recovering some 20,000 body fragments in all. Nine passengers were never identified.","Seventy-seven seconds after the cargo door gave way, the plane crashed into the trees of Ermenonville Forest, a state-owned forest at Bosquet de Dammartin in the commune of Fontaine-Chaalis, Oise.","Seventy-seven seconds after the cargo door gave way on Turkish Airlines Flight 981, the plane crashed into the trees of Ermenonville Forest, a state-owned forest at Bosquet de Dammartin in the commune of Fontaine-Chaalis, Oise.",,
done,"Gary Hooper [HEAD] Club career ; Celtic [SEP] On 26 July 2010, Scottish Premier League club Celtic signed Hooper for £2.4 million. The move provided him with great experience, despite his young age of 22 when joining and kept him grounded. On 4 August 2010, Hooper scored on his debut for the club, against Portuguese Primeira Liga club Braga in the Champions League third qualifying round. Hooper tore his calf muscle in a friendly against Blackburn Rovers just four days later on 8 August, keeping him out of action for almost six weeks. On 22 September 2010, Hooper made his return from injury in the League Cup, scoring in a 6–0 victory over Inverness Caledonian Thistle. On 25 September 2010, Hooper made his Scottish Premier League debut in a 2–1 victory over Hibernian at Celtic Park. Hooper scored his Scottish Premier League goal on 2 October, in a 3–1 win over Hamilton Academical. and then scored a double against Dundee United at Tannadice on 17 October. One week later, he scored the opening goal in a 3–1 defeat to Rangers at Celtic Park. On 6 November, Hooper and strike partner Anthony Stokes each scored hat-tricks in a league record 9–0 win over Aberdeen. The following week, he scored the winner against St Mirren. After recovering from an injury that kept him out of action during the Christmas period, Hooper returned to the team against Hibernian on 15 January 2011 and scored the opening goal in a 3–0 win. On 1 February, Hooper scored the first goal in a 3–0 win against Aberdeen. He netted twice in Celtic's 3–0 victory over Rangers on 20 February. He grabbed another brace on 6 April 2011, in a 3–1 victory over Hibernian. Two weeks later, Hooper had a man of the match performance against Kilmarnock, scoring a goal and setting up another three in a 4–0 SPL victory. On 1 May 2011, Hooper scored in a 4–1 victory over Dundee United. He then scored a brace against Hearts, and the opener in a 4–0 win over Motherwell, in the final Scottish Premier League match of the season. Hooper was nominated for the PFA Player of the Year award, but lost out to teammate Emilio Izaguirre and was also picked in the PFA Scotland Team of the Year. Hooper won his first medal for Celtic in the Scottish Cup after a 3–0 win over Motherwell in the final on 21 May 2011. During the 2010–11 season, Hooper had the best strike rate of any player in Britain, scoring 20 goals in 26 matches with a strike rate of 0.77 goals per match. This was also the fourth best strike rate in Europe, behind Cristiano Ronaldo, Lionel Messi and Antonio Di Natale. On 24 July 2011, Hooper had a penalty saved by Graham Stack in Celtic's first match of the 2011–12 season, a 2–0 win over Hibs. On 13 August, he scored his first goal of the season in a 5–1 win over Dundee United. He also picked up an ankle injury which ruled him out for the next two matches. On 25 August he made his return in Celtic's 3–1 loss to FC Sion. Three days later, he scored both goals in a 2–0 win over St Mirren. English Premier League clubs Queens Park Rangers and Wolverhampton Wanderers expressed interest in signing Hooper on transfer deadline day of summer 2011, however Celtic rejected their enquiries about his availability. Gary Hooper ' s regular strike partner Anthony Stokes said "" He ' s a top , top player . "" I have no doubt one day he could play at the very top level but we want to keep him here as long as possible.""","Hooper's regular strike partner Anthony Stokes said ""He's a top, top player.","Gary Hooper's regular strike partner Anthony Stokes said ""He's a top, top player.""",,
done,"Guppy (album) [HEAD] Lyrics [SEP] Eva Hendricks wrote the lyrics in her bedroom, ""the only place where I’m comfortable enough to try new ideas that I’d normally feel self-conscious about."" Guppy deals with emotional vulnerability. Despite the LP's joyous tone, Hendricks explained that the lyrics involve ""taking all those things people have said about me and spitting them back out and saying, ‘Fuck you.’"" In ""trying to make fun of this teeny-bopper way I have of talking,"" she wrote the songs as ""extensions"" of herself, ""me, with the saturation turned up all the way."" She elaborated, ""I’m either flipping out happy, off the walls, and stoked, or miserable, freaking out, super neurotic, and anxious. The record sounds like that, like me careening between those extremes in my personality."" The LP explores the ""injustices of girlhood through everything from a sour date (""Am I the best, or just the first to say yes?"") to the death of a lover's dog (""does he love me most now that his dog is toast? ""),"" wrote Tatiana Cirisano. ""Ruby"" is a tribute to Eva Hendricks' therapist. It "" Ruby "" was inspired by an event one week before writing the song , when she Eva Hendricks discussed with her therapist about how little time her brother Sam Hendricks gave her to write lyrics . ","It was inspired by an event one week before writing the song, when she discussed with her therapist about how little time her brother Sam Hendricks gave her to write lyrics.","""Ruby"" was inspired by an event one week before writing the song, when Eva Hendricks discussed with her therapist about how little time her brother Sam Hendricks gave her to write lyrics.",,
done,"Lawrence Vavra [HEAD] Education and career ; Vavra and DJ AM [SEP] In early 2002 upon his return to Los Angeles, Vavra began working with DJ AM. The two had know each other through mutual friends and reacquainted through Vavra's brother. The two quickly built up DJ AM's career giving validity to the DJ art form and paving the way for many of today's DJ acts. Together they opened up the popular night clubs LAX in both Los Angeles, as well as Las Vegas. Vavra also established DJ AM as the first Las Vegas resident DJ at The Hard Rock Hotel and Casino, before re-negotiating AM's biggest career move to The Palms Casino Resort where he became the highest paid DJ. The two Lawrence Vavra and DJ AM remained close friends and business partners until DJ AM ' s tragic death on August 28 , 2009 . ","The two remained close friends and business partners until DJ AM's tragic death on August 28, 2009.","Lawrence Vavra and DJ AM remained close friends and business partners until DJ AM's tragic death on August 28, 2009.",,
un,Melanactes [HEAD] [SEP] Melanactes is a genus of click beetles in the family Elateridae . There are about five described species in Melanactes.,Melanactes is a genus of click beetles in the family Elateridae.,Melanactes is a genus of click beetles in the family Elateridae.,,
un,"Santa Cecilia Tower [HEAD] Architecture [SEP] Santa Cecilia Tower is a small rectangular structure . It is rather plain, but it has finials and other decorative features.",Santa Cecilia Tower is a small rectangular structure.,Santa Cecilia Tower is a small rectangular structure.,,
un,"Amardaha [HEAD] [SEP] Amardaha is a village development committee in Morang District in the Kosi Zone of south - eastern Nepal . At the time of the 1991 Nepal census it had a population of 12,361 people living in 2341 individual households.",Amardaha is a village development committee in Morang District in the Kosi Zone of south-eastern Nepal.,Amardaha is a village development committee in Morang District in the Kosi Zone of south-eastern Nepal.,,
done,"Brive–Souillac Airport [HEAD] History [SEP] The idea for the new airport started in 1983 when the existing Brive–La Roche Airport, west of the Brive-la-Gaillarde CBD became unsuitable for modern aircraft and safety standards. By 1987, 200ha of land was found between Nespouls and Cressensac. A Syndicate was formed between the mayors of Brive-la-Gaillarde, Jean Charbonnel and Souillac, Alain Chastagnol to push for the projects creation. A 1998 plan was updated in 2001 when a decision was made to extended the runway from 1.9km to 2.1 km prior to construction rather than extend it sometime in future after the project had been completed. The project was delayed by court cases, politicians and environmental organisations such as the commune of Turenne and Query Perigord and candidates for d’Europe Écologie in the European Parliamentary elections. Most regarded it as a large international project that could not be managed on a local scale, while other concerns included the effect on public finances, opposition from Limoges Airport, noise pollution and a colony of the large blue butterfly. Earthworks began in October 2005 and continued until spring 2007 as the site 200ha limestone site needed to be levelled and filled. 2.8 million m3 of earth was moved during these earthworks. The runway, 2.1km long and 45m wide, was laid down in 2008 as were taxiways and aprons while the building work for the airport control tower and buildings were underway in 2009. The official inauguration was on 15 June 15 2010. Its Brive–Souillac Airport ' s ICAO code LFSL was previously assigned to the military Toul - Rosières Air Base which closed in 2004 . The Airlinair (HOP!) flights to and from Paris–Orly airport were transferred to this airport.",Its ICAO code LFSL was previously assigned to the military Toul-Rosières Air Base which closed in 2004.,Brive–Souillac Airport's ICAO code LFSL was previously assigned to the military Toul-Rosières Air Base which closed in 2004.,,
un,"Shanku [HEAD] History and development ; Sui to Tang dynasties [SEP] In Sui - Tang dynasty , the kuzhe became popular . However, in Tang dynasty, the trousers which were worn by men were mainly worn with a robe (i.e. paofu).","In Sui-Tang dynasty, the kuzhe became popular.","In Sui-Tang dynasty, the kuzhe became popular.",,
imp,"Esk–Hampton Road [HEAD] History [SEP] From a historical perspective the Esk–Hampton Road consists of three sections of approximately equal length. The eastern section, from Esk to the foothills of the Great Dividing Range, was developed along Redbank Creek (the watercourse) to provide access to stands of timber, and to a sawmill that was located at Redbank Creek (the locality). Subsequently, it serviced farms that were established on land cleared of most old-growth forest. The western section, from Hampton to the end of a spur of the Great Dividing Range, was also developed to facilitate the harvesting of timber. Prior to European settlement the rich volcanic soil on the ridge supported a sub-tropical rainforest, which contained timbers that were in high demand, including red cedar, tallowwood and hoop pine. These timbers were used in some homes constructed in the area at the time . The road later provided access to cleared land that was used for dairying and beef cattle grazing. This section provides access to Ravensbourne National Park, which preserves a remnant of the rainforest. The central (mountain) section was developed later, to enable more direct travel between the two districts. The road is now a popular tourist drive, particularly as part of a round trip from the Brisbane area to the Toowoomba district. It is rated as a ""good ride"" by motorcycling tourists. The mountain section was completed in 1929. One of the most difficult sections to complete was the Pryde's Pinch section which had a steep gradient and was not suitable for traffic until sometime after 1932.",These timbers were used in some homes constructed in the area at the time.,These timbers were used in some homes constructed in the area at the time.,,
un,"Hólar University College [HEAD] History ; Bishop's seat and the bishops [SEP] During Catholic times, Hólar accumulated great wealth and was densely populated. During the peak of the bishop's seat era, Hólar owned 352 estates that accounted for about a quarter of all the estates in the north of the country. Apart from that it enjoyed the privilege of driftwood (a valuable resource) along with rights to other advantages in several surrounding areas. The first printing press in Iceland was installed here around 1530 and Hólar was the last stronghold of the Catholic Church during the Reformation. The present cathedral, consecrated in 1763, is the oldest stone church in Iceland. Hólar remained a bishop's seat for almost seven centuries from 1106 until 1802 when Hólar was sold. During that era Hólar was the true centre of northern Iceland and one of the major cultural centres of the area. This status was partly due to the school that was around there for most of this time. Of the thirty six bishops who resided at Hólar, twenty three were Catholic and thirteen Lutheran. Many of these have left their mark in Icelandic history. Among the most well known are Jón Ögmundsson, the Sacred (1106-1121), Guðmundur Arason the Good (1203-1237), Jón Arason (1524-1550) and Guðbrandur Þorláksson (1571-1627). The first bishop in Hólar was Jón Ögmundsson the Sacred, who was ordained in 1106. He established and ran a seminary at Hólar and became very well known for this as well as his management of the church. The commonly used phrase ""heim að Hólum"" or ""back home to Hólar"" dates back to him. Guðmundur Arason the Good was famous for his rivalry with some of the most respected chieftains in northern Iceland . Guðmundur went on to lead a band of followers in what became a semi vagrant life. Jón Arason was the last Catholic bishop, he fought strongly against the Reformation and was finally beheaded along with his two sons in Skálholt in November 1550, and the resistance against the Reformation came to an end. Jón was a well known poet and it was he who brought the first printing press to Iceland in around 1530. Guðbrandur Þorláksson was famous for his active book publishing, among of them was the first translation of the Bible into Icelandic, which was printed in 1584. The printing of this Bible is thought to have played a crucial role in the preservation of the Icelandic language. Hólar became a vicarage after the bishop's seat was abolished until 1861 when the vicarage was moved to Viðvík. In 1952 Hólar was re- established as a vicarage and in 1986 it became the residence of the ordained bishop of the Hólar benefice. The present bishop at Hólar is Solveig Lára Guðmundsdóttir.",Guðmundur Arason the Good was famous for his rivalry with some of the most respected chieftains in northern Iceland.,Guðmundur Arason the Good was famous for his rivalry with some of the most respected chieftains in northern Iceland.,,
un,"Skewes's number [HEAD] More recent estimates [SEP] These upper bounds have since been reduced considerably by using large-scale computer calculations of zeros of the Riemann zeta function. The first estimate for the actual value of a crossover point was given by Lehman (1966), who showed that somewhere between 



1.53
×

10

1165




{\displaystyle 1.53\times 10^{1165}}

 and 



1.65
×

10

1165




{\displaystyle 1.65\times 10^{1165}}

 there are more than 




10

500




{\displaystyle 10^{500}}

 consecutive integers 



x


{\displaystyle x}

 with 



π
(
x
)
>
li
⁡
(
x
)


{\displaystyle \pi (x)>\operatorname {li} (x)}

. Without assuming the Riemann hypothesis, H. J. J. te Riele (1987) proved an upper bound of 



7
×

10

370




{\displaystyle 7\times 10^{370}}

. A better estimate was 



1.39822
×

10

316




{\displaystyle 1.39822\times 10^{316}}

 discovered by Bays & Hudson (2000), who showed there are at least 




10

153




{\displaystyle 10^{153}}

 consecutive integers somewhere near this value where 



π
(
x
)
>
li
⁡
(
x
)


{\displaystyle \pi (x)>\operatorname {li} (x)}

. Bays and Hudson found a few much smaller values of 



x


{\displaystyle x}

 where 



π
(
x
)


{\displaystyle \pi (x)}

 gets close to 



li
⁡
(
x
)


{\displaystyle \operatorname {li} (x)}

; the possibility that there are crossover points near these values does not seem to have been definitely ruled out yet, though computer calculations suggest they are unlikely to exist. Chao & Plymen ( 2010 ) gave a small improvement and correction to the result of Bays and Hudson . Saouter & Demichel (2010) found a smaller interval for a crossing, which was slightly improved by Zegowitz (2010). The same source shows that there exists a number 



x


{\displaystyle x}

 violating 



π
(
x
)
<
li
⁡
(
x
)
,


{\displaystyle \pi (x)<\operatorname {li} (x),}

 below 




e

727.9513468


<
1.39718
×

10

316




{\displaystyle e^{727.9513468}<1.39718\times 10^{316}}

. This can be reduced to 




e

727.9513386


<
1.39717
×

10

316




{\displaystyle e^{727.9513386}<1.39717\times 10^{316}}

 assuming the Riemann hypothesis. Stoll & Demichel (2011) gave 



1.39716
×

10

316




{\displaystyle 1.39716\times 10^{316}}

. Rigorously, Rosser & Schoenfeld (1962) proved that there are no crossover points below 



x
=

10

8




{\displaystyle x=10^{8}}

, improved by Brent (1975) to 



8
×

10

10




{\displaystyle 8\times 10^{10}}

, by Kotnik (2008) to 




10

14




{\displaystyle 10^{14}}

, by Platt & Trudgian (2014) to 



1.39
×

10

17




{\displaystyle 1.39\times 10^{17}}

, and by Büthe (2015) to 




10

19




{\displaystyle 10^{19}}

. There is no explicit value 



x


{\displaystyle x}

 known for certain to have the property 



π
(
x
)
>
li
⁡
(
x
)
,


{\displaystyle \pi (x)>\operatorname {li} (x),}

 though computer calculations suggest some explicit numbers that are quite likely to satisfy this. Even though the natural density of the positive integers for which 



π
(
x
)
>
li
⁡
(
x
)


{\displaystyle \pi (x)>\operatorname {li} (x)}

 does not exist, Wintner (1941) showed that the logarithmic density of these positive integers does exist and is positive. Rubinstein & Sarnak (1994) showed that this proportion is about 0.00000026, which is surprisingly large given how far one has to go to find the first example.",Chao & Plymen (2010) gave a small improvement and correction to the result of Bays and Hudson.,Chao & Plymen (2010) gave a small improvement and correction to the result of Bays and Hudson.,,
done,"Pyrrhus The First [HEAD] Racing career ; 1846: three-year-old season [SEP] Early in 1846, Pyrrhus The First was offered for sale to a Mr Clifton for £500, but Clifton instead purchased his stable companion, Old England. The colt was unraced as a two-year-old and had leg problems that made him difficult to train, leading one report in the Illustrated London News to claim that he took ""more walking exercise than any Derby winner on record"". He was not seriously tested until April when he impressed Day in a trial gallop. He was then sent to the Newmarket Spring Meeting, where he won the Newmarket Stakes, beating Iago by half a length. Pyrrhus The First then produced another impressive training gallop to establish himself as a leading contender for the Derby. At Epsom on 27 May, Pyrrhus The First started second favourite for the Derby at odds of 8/1 in a field of twenty-seven runners. Fancy Boy was made 5/1 favourite, while the 2000 Guineas winner, Sir Tatton Sykes started at 10/1. Ridden by his trainer's uncle, the forty-four-year-old Sam Day, Pyrrhus The First was not among the early front-runners, but had moved up to join the leading group on the turn into the straight. Sir Tatton Sykes, who had made up a great deal of ground after being left behind at the start, was sent into the lead by his jockey Bill Scott a furlong from the finish, but Day produced his colt with a strong run in the stretch to overtake the Guineas winner in the last strides and win by a neck, with Brocardo third. Later reports claim that Scott had missed the start because he was drunk and was in no condition to ride a finish, making Sir Tatton Sykes an unlucky loser. The race was the first Derby to be officially timed, with Pyrrhus The First covering the one and a half mile distance in 2:55.0. The result of the race, together with the Classical origins of the winner's name, inspired a poem published in Bentley's Miscellany, ending with the stanza: Pyrrhus The First was withdrawn from the Welcome Stakes at Ascot and did not appear in another competitive race as a three-year-old. He Pyrrhus The First walked over in the Foal Stakes at Winchester Racecourse when no other horses opposed him and in October , his owners paid a forfeit of £100 when he failed to appear for a scheduled match race at level weights against a Grimston , a four - year - old colt who had won the Gold Vase . ","He walked over in the Foal Stakes at Winchester Racecourse when no other horses opposed him and in October, his owners paid a forfeit of £100 when he failed to appear for a scheduled match race at level weights against a Grimston, a four-year-old colt who had won the Gold Vase.","Pyrrhus The First walked over in the Foal Stakes at Winchester Racecourse when no other horses opposed him and in October, his owners paid a forfeit of £100 when he failed to appear for a scheduled match race at level weights against a Grimston, a four-year-old colt who had won the Gold Vase.",,
done,"Ectoedemia erythrogenella [HEAD] [SEP] Ectoedemia erythrogenella is a moth of the family Nepticulidae. It is found from the coast of southern Great Britain and western France to the Iberian Peninsula, Corsica, Sardinia, Sicily, Greece and Cyprus. The wingspan is 4.1-5.6 mm. Adults are on wing from May to July. There is one generations per year. The larvae feed on Rubus sanguineus and Rubus ulmifolius. They mine the leaves of their host plant. The Ectoedemia erythrogenella mine consists of a narrow corridor , largely filled with frass and following a vein . Now and then, a hairpin turn occurs. The corridor widens into an elongate blotch with dispersed black frass in the base or along the sides. Generally the leaf around the mine is intensely coloured wine red over a large area. There is a very long period of larval feeding. In the northern part of its range larvae from September until November, but in the south larvae can be found all over the winter until March, April and occasionally later.","The mine consists of a narrow corridor, largely filled with frass and following a vein.","The Ectoedemia erythrogenella mine consists of a narrow corridor, largely filled with frass and following a vein.",,
done,"Goldie Taylor [HEAD] Career ; Corporate [SEP] Taylor has worked for the Sara Lee Corporation as director of global communications and public affairs. Goldie Taylor has served as executive consultant to NBC News and CNN Worldwide . In 2009, while serving as a consulting producer to CNN, Taylor re-opened an investigation into the Atlanta Child Murders and convicted serial killer Wayne Williams. She was also an executive consultant to CNN's ""Black in America"", leading the audience tune-in strategy. ""Black In America"" remains one of the highest rated documentaries in CNN's history. Taylor states that she created and launched Procter & Gamble's ""My Black Is Beautiful"", the largest marketing effort targeting African-American women in the company's history. She has previously been an external affairs executive for several Fortune 500 companies, as well as two of the world's largest public relations agencies, the GCI Group San Francisco and Edelman Atlanta Public Relations. Taylor is currently the CEO of Goldie Taylor Brand Communications, an Atlanta-based multi-cultural advertising and public relations agency. She is also the managing editor and host of ""The Goldie Taylor Project"", an opinion blog devoted to contemporary political, social, and faith issues confronting America.",Taylor has served as executive consultant to NBC News and CNN Worldwide.,Goldie Taylor has served as executive consultant to NBC News and CNN Worldwide.,,
done,"Dragon Ball Super [HEAD] [SEP] Dragon Ball Super (Japanese: ドラゴンボール超（スーパー）, Hepburn: Doragon Bōru Sūpā, sometimes abbreviated as DBS) is a Japanese manga series written by Akira Toriyama and illustrated by Toyotarou. A sequel to Toriyama's original Dragon Ball manga, it follows the adventures of Goku and friends during the ten-year timeskip after the defeat of Majin Buu. It Dragon Ball Super began serialization in Shueisha ' s shōnen manga magazine V Jump in June 2015 . The manga is published in English by Viz Media and simulpublished by Shueisha on their Manga Plus platform. A 131-episode anime television series adaptation produced by Toei Animation aired in Japan from April 2015 to March 2018. A sequel film, Dragon Ball Super: Broly, was released in December 2018 and became the highest-grossing anime film of the franchise. A second film, Super Hero, will release in 2022 and is currently in development.",It began serialization in Shueisha's shōnen manga magazine V Jump in June 2015.,Dragon Ball Super began serialization in Shueisha's shōnen manga magazine V Jump in June 2015.,,
done,"Tore Svennberg [HEAD] Biography [SEP] Born in Stockholm, Tore Svennberg made his stage debut at the Folkan Theatre in his hometown in 1877. From 1878 to 1891 he was engaged with various national touring theatre companies with actress Julia Håkansson and was from time to time cast by Swedish stage director Albert Ranft. At the Swedish Theatre, he played in several August Strindberg dramas: Gustav Vasa, starred in Erik XIV in 1899, A Dream Play in 1907 and The Dance of Death in 1919. He also appeared in many roles by Henrik Ibsen: as Helmer in A Doll's House in 1889, as Hjalmar Ekdahl in The Wild Duck in 1891 and as Borkman in John Gabriel Borkman in 1897. In 1920 Svennberg was engaged at the Swedish Royal Dramatic Theatre, where he later became director from 1922 to 1928. He Tore Svennberg managed to attract audiences by focusing on classics and foreign plays . Svennberg also appeared in a number of films, beginning in the Victor Sjöström-directed 1919 drama Sons of Ingmar, based on the novel Jerusalem by Selma Lagerlöf, and performed in his last film role at the age of 82 in Per Lindberg's 1940 drama Stål. He is possibly best recalled internationally for his role in the 1938 film A Woman's Face opposite actress Ingrid Bergman.",He managed to attract audiences by focusing on classics and foreign plays.,Tore Svennberg managed to attract audiences by focusing on classics and foreign plays.,,
imp,"Odin (Marvel Comics) [HEAD] Fictional character biography [SEP] During the ""Siege"" storyline, Norman Osborn sends the Thunderbolts to steal Odin's spear Gungnir from the Asgardian weaponry. Loki calls on Odin to return the Norn Stones to him so he can empower the heroes to defeat the Void. Odin returns from the dead after Asgard is invaded by the World-Eaters. During the ""Fear Itself"" storyline, Odin senses the return of his elder brother, Cul, the Serpent: God of Fear. After a brief monologue with Uatu the Watcher, Odin commands his people to return to the Asgardian plane against the protests of Thor, and Asgard rebuilds into a war engine with which he intends to raze Earth completely, to destroy the Serpent. Thor convinces Odin to send him back to Earth instead, and Iron Man travels to Asgard-space for an audience with Odin, wherein Iron Man asks Odin if he can use one of Asgard's workshops to make weapons, and Odin allows him to use the Workshops of Svartalfheim, to stop the Serpent before his shadow falls on the World Tree. Captain America and the Avengers bring an unconscious Thor to Broxton so that Odin can heal Thor. As he tends to his son, Odin confesses that he has always tried to prevent Thor's prophesied death by the Serpent, not to prevent Ragnarok, but because he loves his son and does not want to see him perish. Odin prepares Thor by giving him the armor and helmet that he himself wore the last time he cast out the Serpent and gives Thor the Odinsword, named Ragnarok (which was forged to end all things). While Thor kills the Serpent at the cost of his own life, Odin frees those affected by the Hammers of the Worthy, and returns to Asgard with the corpse of the Serpent sealing off Asgard from Hermod and a number of other Asgardians left on Earth. During the ""Original Sin"" storyline, it is revealed to Thor that Angela is the daughter of Odin and Frigga; ""killed"" as an infant during Asgard's war with the Angels of the Tenth Realm, whereupon Odin severed the tenth realm from the other nine as ""punishment"". Odin was later freed from his self-exile by Loki as he is set to return to Asgard. The fight between Thor and Angela is interrupted when Odin recognizes Angela as his daughter and reveals Angela's true history, wherein an Angel raised her as one of the Angels under the name of Angela. Due to her services for the Angels, the Queen pardoned Angela her life, but exiled her from Heaven for her lineage. After leaving Heaven, Odin tells Thor, Loki, and Angela that he still loves his children. Angered that someone else is wielding Mjolnir , Odin sends the Destroyer after the new female Thor , appointing his brother Cul Borson as his new ' Minister of Justice ' to enforce his new decrees and operate the Destroyer , but Odinson and Freyja assemble an army of female superheroes to aid her , forcing Odin to stand down . ","Angered that someone else is wielding Mjolnir, Odin sends the Destroyer after the new female Thor, appointing his brother Cul Borson as his new 'Minister of Justice' to enforce his new decrees and operate the Destroyer, but Odinson and Freyja assemble an army of female superheroes to aid her, forcing Odin to stand down.","Angered that someone else is wielding Mjolnir, Odin sends the Destroyer after the new female Thor, appointing his brother Cul Borson as his new 'Minister of Justice' to enforce his new decrees and operate the Destroyer, but Odinson and Freyja assemble an army of female superheroes to aid her, forcing Odin to stand down.",,
un,"Radiation damage [HEAD] Effects on materials and devices ; Effects on solids ; Thermo-mechanical effects of irradiation [SEP] Radiation hardening is the strengthening of the material in question by the introduction of defect clusters, impurity-defect cluster complexes, dislocation loops, dislocation lines, voids, bubbles and precipitates. For pressure vessels , the loss in ductility that occurs as a result of the increase in hardness is a particular concern . Radiation embrittlement results in a reduction of the energy to fracture, due to a reduction in strain hardening (as hardening is already occurring during irradiation). This is motivated for very similar reasons to those that cause radiation hardening; development of defect clusters, dislocations, voids, and precipitates. Variations in these parameters make the exact amount of embrittlement difficult to predict, but the generalized values for the measurement show predictable consistency. Thermal creep in irradiated materials is negligible, by comparison to the irradiation creep, which can exceed 10−6sec−1. The mechanism is not enhanced diffusivities, as would be intuitive from the elevated temperature, but rather interaction between the stress and the developing microstructure. Stress induces the nucleation of loops, and causes preferential absorption of interstitials at dislocations, which results in swelling. Swelling, in combination with the embrittlement and hardening, can have disastrous effects on any nuclear material under substantial pressure. Growth in irradiated materials is caused by Diffusion Anisotropy Difference (DAD). This phenomenon frequently occurs in zirconium, graphite, and magnesium because of natural properties. Thermal and electrical conductivity rely on the transport of energy through the electrons and the lattice of a material. Defects in the lattice and substitution of atoms via transmutation disturb these pathways, leading to a reduction in both types of conduction by radiation damage. The magnitude of reduction depends on the dominant type of conductivity (electronic or Wiedemann–Franz law, phononic) in the material and the details of the radiation damage and is therefore still hard to predict.","For pressure vessels, the loss in ductility that occurs as a result of the increase in hardness is a particular concern.","For pressure vessels, the loss in ductility that occurs as a result of the increase in hardness is a particular concern.",,
un,"DB V 160 family [HEAD] DB locomotives ; Class V 169 (Class 219) [SEP] Derived from Class 216 was one single unit with an additional gas turbine; Class V 169 (later Class 219). The class number 219 was reused after the merger of Deutsche Bahn and the Deutsche Reichsbahn for the East German DR Class 119 , no Class V 169s having survived at that point . ","The class number 219 was reused after the merger of Deutsche Bahn and the Deutsche Reichsbahn for the East German DR Class 119, no Class V 169s having survived at that point.","The class number 219 was reused after the merger of Deutsche Bahn and the Deutsche Reichsbahn for the East German DR Class 119, no Class V 169s having survived at that point.",,
